ID	pwm_atg	pwm_ctg	pwm_gtg	pwm_ttg
ENSP00000307786		0	0	0	1
ENSP00000260247		1	0	0	0
ENSP00000361932		0	1	0	1
ENSP00000311028		0	0	0	0
ENSP00000349291		0	1	0	0
ENSP00000396068		0	0	1	1
ENSP00000363019		0	0	1	1
ENSP00000345728		1	0	1	1
ENSP00000342344		0	0	0	0
ENSP00000227520		0	0	0	0
ENSP00000239882		0	1	1	1
ENSP00000270708		0	1	0	0
ENSP00000366280		1	0	0	0
ENSP00000282633		0	1	0	1
ENSP00000324318		0	1	0	0
ENSP00000292199		1	0	0	1
ENSP00000362282		0	0	0	1
ENSP00000218056		1	0	0	0
ENSP00000319281		0	0	0	0
ENSP00000263645		0	0	0	0
ENSP00000254950		0	0	0	1
ENSP00000285379		1	0	1	0
ENSP00000185150		0	1	1	0
ENSP00000336866		1	0	1	1
ENSP00000377696		1	1	1	1
ENSP00000296292		1	0	1	1
ENSP00000368790		0	0	0	0
ENSP00000249064		0	1	1	1
ENSP00000245539		0	0	0	0
ENSP00000254301		0	1	0	0
ENSP00000317955		0	1	1	1
ENSP00000236192		1	1	1	1
ENSP00000419494		0	1	0	1
ENSP00000355623		0	1	0	1
ENSP00000262519		0	0	0	0
ENSP00000403975		0	0	0	0
ENSP00000300249		1	1	1	1
ENSP00000258947		0	1	0	1
ENSP00000435517		0	1	1	1
ENSP00000258962		0	1	1	0
ENSP00000013807		0	0	0	0
ENSP00000348849		1	0	0	0
ENSP00000307188		1	0	0	0
ENSP00000296464		0	0	1	1
ENSP00000235372		0	0	1	1
ENSP00000219479		0	0	0	0
ENSP00000301458		0	0	1	0
ENSP00000301788		1	0	0	0
ENSP00000263956		0	0	1	1
ENSP00000285896		0	0	1	0
ENSP00000359665		0	0	1	1
ENSP00000216194		0	0	0	1
ENSP00000269740		0	0	0	0
ENSP00000251588		0	0	0	0
ENSP00000379712		1	1	1	0
ENSP00000310471		0	0	0	1
ENSP00000258821		0	1	1	1
ENSP00000361625		0	0	0	0
ENSP00000356832		0	1	1	0
ENSP00000238855		0	1	0	0
ENSP00000395473		0	0	1	0
ENSP00000296122		0	1	1	1
ENSP00000304350		1	1	1	1
ENSP00000263121		0	0	1	0
ENSP00000263655		0	1	1	1
ENSP00000406046		1	0	1	0
ENSP00000264866		0	0	0	1
ENSP00000401277		0	1	0	1
ENSP00000414516		1	0	0	0
ENSP00000364864		0	1	1	1
ENSP00000274712		0	0	0	0
ENSP00000251472		1	0	0	0
ENSP00000376076		1	0	0	0
ENSP00000358464		0	0	1	1
ENSP00000337040		0	0	0	1
ENSP00000261207		1	0	0	0
ENSP00000359935		0	1	0	0
ENSP00000269701		1	0	1	0
ENSP00000268719		1	0	1	1
ENSP00000274242		1	1	0	0
ENSP00000369402		0	0	0	0
ENSP00000349356		0	1	0	0
ENSP00000345895		0	1	1	1
ENSP00000363092		1	1	0	1
ENSP00000299299		1	0	0	0
ENSP00000299198		0	0	0	0
ENSP00000235532		1	0	0	0
ENSP00000317327		0	0	0	0
ENSP00000361486		0	0	0	1
ENSP00000318629		0	1	1	1
ENSP00000228945		0	0	0	0
ENSP00000371061		1	1	1	1
ENSP00000361640		0	0	0	0
ENSP00000229268		1	1	0	0
ENSP00000264276		1	1	0	0
ENSP00000296328		1	0	1	1
ENSP00000367453		1	1	0	0
ENSP00000367498		1	0	0	0
ENSP00000328251		0	1	0	1
ENSP00000415203		1	1	0	1
ENSP00000303634		1	1	1	0
ENSP00000360541		1	0	1	0
ENSP00000278823		1	0	0	0
ENSP00000348211		0	0	0	0
ENSP00000272348		0	0	0	0
ENSP00000248437		0	0	0	0
ENSP00000329127		0	0	1	0
ENSP00000292246		0	1	1	0
ENSP00000257700		0	1	0	1
ENSP00000363689		0	0	0	0
ENSP00000267113		1	0	1	0
ENSP00000380352		1	1	1	1
ENSP00000273920		0	0	1	0
ENSP00000289004		0	0	0	0
ENSP00000254878		1	0	0	0
ENSP00000358742		0	1	0	0
ENSP00000331342		0	1	1	1
ENSP00000359240		1	1	1	1
ENSP00000249601		0	0	0	0
ENSP00000452871		0	1	1	1
ENSP00000257198		1	1	1	0
ENSP00000309477		1	0	1	0
ENSP00000445175		1	0	0	1
ENSP00000367992		1	0	0	0
ENSP00000334738		0	1	0	0
ENSP00000315931		1	1	1	1
ENSP00000225525		0	1	0	0
ENSP00000357069		1	1	1	1
ENSP00000235307		1	1	1	1
ENSP00000344659		1	0	0	0
ENSP00000366843		1	1	0	0
ENSP00000260818		1	0	0	0
ENSP00000309561		0	0	0	0
ENSP00000281456		0	1	0	0
ENSP00000396052		0	0	0	0
ENSP00000347495		0	0	1	0
ENSP00000361557		0	0	0	0
ENSP00000401362		1	1	0	0
ENSP00000273480		1	0	1	1
ENSP00000351717		1	1	1	0
ENSP00000228318		0	0	1	1
ENSP00000316950		0	1	1	1
ENSP00000450742		0	0	1	0
ENSP00000254193		0	0	1	0
ENSP00000269216		0	0	1	1
ENSP00000271688		0	0	0	1
ENSP00000263921		0	0	0	1
ENSP00000376827		1	0	1	1
ENSP00000400099		1	0	0	0
ENSP00000283632		1	1	0	0
ENSP00000386227		0	0	0	0
ENSP00000310901		0	0	0	0
ENSP00000005257		0	0	0	0
ENSP00000361180		0	0	0	0
ENSP00000394183		1	0	1	1
ENSP00000310723		0	0	1	0
ENSP00000345216		1	1	0	0
ENSP00000439918		0	0	0	1
ENSP00000362888		1	0	1	1
ENSP00000291442		1	0	1	0
ENSP00000216962		1	0	1	0
ENSP00000363377		1	0	0	0
ENSP00000253024		0	0	0	0
ENSP00000371607		0	1	1	1
ENSP00000328694		0	0	1	0
ENSP00000348708		1	1	0	0
ENSP00000413196		1	0	0	1
ENSP00000262055		0	0	1	1
ENSP00000324956		1	1	1	1
ENSP00000346643		0	0	0	1
ENSP00000289359		0	0	0	1
ENSP00000326841		0	0	1	1
ENSP00000265806		0	0	0	0
ENSP00000347548		0	0	0	0
ENSP00000394791		0	0	1	1
ENSP00000382982		0	1	0	0
ENSP00000365946		0	0	0	0
ENSP00000335636		0	0	0	0
ENSP00000310670		0	1	1	1
ENSP00000349783		0	0	1	0
ENSP00000223145		0	0	1	0
ENSP00000320543		1	0	1	0
ENSP00000292599		1	1	1	1
ENSP00000262320		0	0	0	0
ENSP00000357858		1	0	1	1
ENSP00000362135		0	1	1	0
ENSP00000296504		0	0	0	0
ENSP00000318351		0	0	1	0
ENSP00000220592		1	1	1	1
ENSP00000358042		0	1	1	0
ENSP00000283027		0	0	0	0
ENSP00000298292		0	0	0	0
ENSP00000276072		1	0	1	0
ENSP00000232766		1	1	0	1
ENSP00000295682		0	0	0	1
ENSP00000357748		1	0	0	0
ENSP00000416706		0	0	1	1
ENSP00000408730		0	0	0	0
ENSP00000349244		0	0	0	0
ENSP00000344818		0	1	0	0
ENSP00000264818		1	0	0	1
ENSP00000347504		0	0	1	0
ENSP00000264935		1	1	0	0
ENSP00000413697		1	0	0	0
ENSP00000246548		1	0	1	1
ENSP00000366672		0	0	1	1
ENSP00000233121		1	0	0	0
ENSP00000316891		0	1	0	0
ENSP00000377007		0	0	1	0
ENSP00000264474		0	0	1	0
ENSP00000297625		1	0	1	0
ENSP00000311430		1	1	1	0
ENSP00000348596		0	1	1	0
ENSP00000235932		0	0	1	0
ENSP00000272430		0	0	0	0
ENSP00000296930		0	0	0	0
ENSP00000287022		0	1	1	1
ENSP00000196551		0	0	0	0
ENSP00000343890		0	0	1	0
ENSP00000300651		0	0	1	0
ENSP00000307143		1	0	1	0
ENSP00000351490		0	0	0	1
ENSP00000227266		1	0	0	0
ENSP00000254584		0	0	0	0
ENSP00000360645		0	0	1	0
ENSP00000295951		1	1	1	0
ENSP00000335655		1	1	1	0
ENSP00000265195		0	0	0	0
ENSP00000275364		0	1	1	1
ENSP00000250113		1	0	0	0
ENSP00000362010		1	0	1	1
ENSP00000358605		0	0	0	0
ENSP00000272139		0	0	0	1
ENSP00000413234		0	1	1	0
ENSP00000299633		1	1	1	1
ENSP00000364261		1	1	1	1
ENSP00000360497		0	0	0	0
ENSP00000313391		1	1	1	1
ENSP00000260508		0	1	0	0
ENSP00000214869		0	0	0	0
ENSP00000265340		0	0	0	0
ENSP00000354878		1	1	1	0
ENSP00000218364		0	0	0	0
ENSP00000301585		0	0	0	0
ENSP00000356515		1	1	0	1
ENSP00000224862		0	1	1	1
ENSP00000261622		1	1	0	1
ENSP00000263390		1	0	0	0
ENSP00000354543		1	0	0	0
ENSP00000324628		1	1	0	1
ENSP00000368881		0	1	0	1
ENSP00000204549		1	0	0	1
ENSP00000360305		0	0	0	0
ENSP00000280871		1	1	0	1
ENSP00000361699		0	0	0	1
ENSP00000263774		1	0	0	0
ENSP00000316338		1	0	0	0
ENSP00000365735		0	1	0	0
ENSP00000377401		0	0	1	0
ENSP00000234454		0	0	0	0
ENSP00000376652		0	0	0	1
ENSP00000002165		0	0	1	0
ENSP00000317177		0	1	0	1
ENSP00000281741		0	1	0	0
ENSP00000370839		0	1	1	1
ENSP00000303525		0	1	1	1
ENSP00000262904		0	1	1	1
ENSP00000220849		1	0	1	0
ENSP00000222374		0	0	0	0
ENSP00000343325		0	0	0	0
ENSP00000224784		0	0	0	0
ENSP00000315212		1	1	0	0
ENSP00000326924		0	0	0	0
ENSP00000339835		0	0	0	0
ENSP00000361473		1	0	0	0
ENSP00000335614		0	0	0	0
ENSP00000386787		1	0	0	0
ENSP00000244289		1	0	1	0
ENSP00000343629		0	0	1	0
ENSP00000268489		0	1	0	1
ENSP00000308610		0	1	1	1
ENSP00000351380		0	0	0	0
ENSP00000352219		1	0	0	0
ENSP00000421380		0	0	1	0
ENSP00000234160		0	0	0	0
ENSP00000287239		1	1	0	1
ENSP00000276123		0	1	0	0
ENSP00000342026		0	0	0	0
ENSP00000381823		1	1	1	1
ENSP00000292327		0	0	0	0
ENSP00000306382		1	0	1	1
ENSP00000265563		0	1	1	1
ENSP00000422375		0	1	0	0
ENSP00000384302		1	1	0	1
ENSP00000392896		1	1	1	1
ENSP00000278903		0	1	0	1
ENSP00000347717		0	0	0	0
ENSP00000171887		1	0	1	1
ENSP00000420588		1	1	1	1
ENSP00000359098		0	0	1	0
ENSP00000295987		0	1	1	0
ENSP00000309166		1	0	0	0
ENSP00000228307		0	1	0	0
ENSP00000310040		0	0	0	0
ENSP00000217964		1	1	1	1
ENSP00000233331		0	0	0	0
ENSP00000310935		0	0	0	0
ENSP00000315417		0	0	0	0
ENSP00000217131		1	0	0	0
ENSP00000370658		0	0	0	1
ENSP00000323645		1	0	0	1
ENSP00000386394		0	0	0	0
ENSP00000371110		1	0	0	0
ENSP00000307634		1	0	1	1
ENSP00000199936		0	0	0	0
ENSP00000355261		1	1	0	0
ENSP00000311202		0	0	0	1
ENSP00000278426		1	0	0	1
ENSP00000301634		1	0	0	1
ENSP00000221462		0	0	0	0
ENSP00000354487		0	1	1	1
ENSP00000416583		1	0	0	0
ENSP00000304592		1	0	0	1
ENSP00000396995		1	1	0	1
ENSP00000364403		1	1	1	1
ENSP00000221466		0	0	0	0
ENSP00000290607		1	0	0	0
ENSP00000234420		0	1	0	1
ENSP00000257770		0	1	1	1
ENSP00000318415		0	1	1	1
ENSP00000202773		0	0	1	0
ENSP00000326219		0	0	1	0
ENSP00000348554		1	1	0	0
ENSP00000400113		0	1	1	1
ENSP00000243167		1	0	0	0
ENSP00000352456		0	1	1	0
ENSP00000382707		1	0	0	0
ENSP00000356621		1	0	0	0
ENSP00000388872		1	0	0	0
ENSP00000436926		0	0	1	0
ENSP00000421689		0	0	0	0
ENSP00000291458		0	0	0	0
ENSP00000255194		0	1	1	1
ENSP00000341597		0	0	1	1
ENSP00000260952		0	0	1	1
ENSP00000346227		0	1	0	0
ENSP00000245812		0	0	0	0
ENSP00000371193		1	1	1	1
ENSP00000294904		0	0	1	1
ENSP00000429986		0	1	1	1
ENSP00000361929		0	0	0	0
ENSP00000357904		1	0	0	1
ENSP00000258439		1	1	0	0
ENSP00000357113		0	0	0	0
ENSP00000262812		0	0	0	0
ENSP00000333326		1	0	1	1
ENSP00000262109		0	0	0	0
ENSP00000371138		0	0	0	0
ENSP00000295901		1	0	0	1
ENSP00000321656		0	0	1	1
ENSP00000312664		0	1	1	0
ENSP00000341422		0	0	0	1
ENSP00000274458		0	1	1	0
ENSP00000329357		0	0	0	0
ENSP00000355260		1	0	0	0
ENSP00000355929		1	0	1	1
ENSP00000347648		0	0	1	0
ENSP00000451605		1	0	0	0
ENSP00000321826		1	0	1	0
ENSP00000378857		1	0	1	0
ENSP00000298746		0	0	1	1
ENSP00000319992		0	0	0	1
ENSP00000225614		1	0	0	0
ENSP00000361765		0	0	0	0
ENSP00000417052		1	0	0	1
ENSP00000327436		0	1	1	1
ENSP00000356530		1	0	0	0
ENSP00000337477		1	1	0	1
ENSP00000453403		0	0	1	0
ENSP00000306473		0	0	0	0
ENSP00000221859		0	0	0	0
ENSP00000264995		1	1	0	0
ENSP00000307850		0	0	0	0
ENSP00000387019		0	1	0	1
ENSP00000241527		1	1	1	1
ENSP00000421922		1	1	1	1
ENSP00000378505		1	0	0	0
ENSP00000261722		1	1	1	0
ENSP00000262315		0	0	0	0
ENSP00000389182		0	0	1	1
ENSP00000266483		1	1	0	0
ENSP00000222567		0	1	1	1
ENSP00000347646		1	0	0	0
ENSP00000246747		0	0	0	0
ENSP00000387739		1	1	1	1
ENSP00000215904		0	0	1	1
ENSP00000029410		0	0	0	0
ENSP00000339157		0	0	1	0
ENSP00000319318		0	1	0	1
ENSP00000367276		0	1	0	0
ENSP00000312735		0	1	1	1
ENSP00000371308		1	0	1	0
ENSP00000265097		0	1	0	0
ENSP00000361298		0	0	0	0
ENSP00000359024		0	1	0	1
ENSP00000284811		0	0	0	0
ENSP00000245304		0	1	1	0
ENSP00000290765		0	0	0	0
ENSP00000252725		1	0	0	0
ENSP00000257787		1	0	1	1
ENSP00000300659		1	0	0	1
ENSP00000258281		0	1	0	0
ENSP00000254630		0	0	1	0
ENSP00000070846		1	0	0	1
ENSP00000354340		1	1	0	1
ENSP00000353114		0	1	1	0
ENSP00000307853		0	0	0	0
ENSP00000437968		1	1	1	0
ENSP00000328269		1	0	0	0
ENSP00000328992		1	0	0	1
ENSP00000298492		1	1	1	1
ENSP00000199706		0	0	0	0
ENSP00000255674		1	1	1	1
ENSP00000264156		0	0	0	1
ENSP00000311778		1	0	1	1
ENSP00000264254		0	0	1	1
ENSP00000355923		1	1	1	1
ENSP00000202017		0	1	0	0
ENSP00000371236		0	0	1	0
ENSP00000333255		0	1	0	1
ENSP00000362946		1	0	1	0
ENSP00000339027		0	0	0	0
ENSP00000370503		0	0	0	0
ENSP00000417078		0	1	1	1
ENSP00000431049		0	0	1	0
ENSP00000363753		1	0	0	1
ENSP00000292644		0	1	0	1
ENSP00000243077		1	0	1	0
ENSP00000420294		1	1	1	1
ENSP00000356000		1	1	1	0
ENSP00000005386		0	1	0	0
ENSP00000411459		1	0	0	1
ENSP00000216416		1	1	1	1
ENSP00000258098		1	1	0	0
ENSP00000267202		0	1	0	0
ENSP00000355237		1	0	0	0
ENSP00000264864		0	1	0	1
ENSP00000314776		1	1	0	1
ENSP00000387185		1	0	0	0
ENSP00000283875		1	1	0	0
ENSP00000323867		0	0	0	1
ENSP00000377492		1	0	1	1
ENSP00000296581		0	0	0	1
ENSP00000217958		0	0	0	0
ENSP00000405573		1	1	0	1
ENSP00000356567		1	0	0	0
ENSP00000383402		0	0	0	0
ENSP00000304604		0	1	0	1
ENSP00000236957		0	0	0	0
ENSP00000267842		1	0	0	0
ENSP00000355518		1	0	1	0
ENSP00000312262		0	0	0	1
ENSP00000384369		0	1	0	0
ENSP00000252699		0	1	0	0
ENSP00000363614		0	0	1	0
ENSP00000257430		1	1	1	0
ENSP00000391944		0	0	0	0
ENSP00000465194		0	0	0	0
ENSP00000363478		0	1	1	1
ENSP00000356811		1	1	1	1
ENSP00000224073		0	0	0	1
ENSP00000382091		0	1	0	0
ENSP00000295148		0	1	1	1
ENSP00000366030		0	0	1	0
ENSP00000347198		1	1	1	1
ENSP00000384048		1	0	0	0
ENSP00000362566		0	0	0	0
ENSP00000286371		0	1	0	0
ENSP00000260324		1	0	0	0
ENSP00000363545		1	1	1	0
ENSP00000387262		0	1	0	0
ENSP00000385751		1	0	0	0
ENSP00000291295		1	0	1	0
ENSP00000403067		1	1	1	0
ENSP00000362650		0	0	0	0
ENSP00000247655		0	0	0	0
ENSP00000300146		0	1	1	0
ENSP00000413035		0	0	0	0
ENSP00000310120		1	1	1	1
ENSP00000344742		1	1	1	1
ENSP00000243997		0	0	1	0
ENSP00000313674		1	1	0	0
ENSP00000329360		0	0	0	0
ENSP00000417229		1	1	1	0
ENSP00000323183		1	1	1	0
ENSP00000351631		0	0	1	0
ENSP00000366307		1	0	0	0
ENSP00000336655		0	0	1	0
ENSP00000365233		0	1	1	0
ENSP00000308759		0	1	1	1
ENSP00000330836		0	0	0	0
ENSP00000262752		0	0	0	0
ENSP00000265990		1	1	1	1
ENSP00000353444		1	1	0	1
ENSP00000371734		0	0	0	0
ENSP00000159111		1	0	0	0
ENSP00000314004		0	0	0	0
ENSP00000368226		0	0	1	1
ENSP00000281273		1	0	0	1
ENSP00000426909		0	0	0	0
ENSP00000367343		1	0	0	0
ENSP00000174653		0	0	1	0
ENSP00000386621		0	0	0	0
ENSP00000255078		0	0	1	0
ENSP00000382064		0	0	0	1
ENSP00000341094		0	0	0	0
ENSP00000323805		0	0	0	0
ENSP00000221283		1	0	0	1
ENSP00000361965		1	0	0	0
ENSP00000388731		1	1	1	0
ENSP00000433681		0	1	0	0
ENSP00000337393		0	0	0	0
ENSP00000301764		1	0	1	1
ENSP00000357047		0	1	0	1
ENSP00000337722		0	1	1	0
ENSP00000338019		0	0	0	0
ENSP00000376758		0	0	0	0
ENSP00000376246		0	1	1	0
ENSP00000263663		1	0	1	0
ENSP00000337289		0	0	1	0
ENSP00000324205		0	1	0	0
ENSP00000378394		1	0	1	0
ENSP00000378720		1	0	0	0
ENSP00000219794		0	0	0	0
ENSP00000264896		1	1	0	1
ENSP00000236959		1	0	0	0
ENSP00000265162		1	0	1	0
ENSP00000260665		0	1	1	1
ENSP00000261173		1	1	0	1
ENSP00000360231		0	0	0	0
ENSP00000332256		1	0	0	1
ENSP00000351524		1	1	1	1
ENSP00000316854		0	0	0	1
ENSP00000421280		1	0	1	0
ENSP00000359518		0	1	1	0
ENSP00000385057		0	0	0	0
ENSP00000356574		1	0	0	1
ENSP00000289373		0	0	0	0
ENSP00000374280		0	0	1	1
ENSP00000360968		1	0	1	0
ENSP00000310726		0	0	1	1
ENSP00000367828		1	1	1	1
ENSP00000442365		0	0	1	0
ENSP00000323046		0	0	0	1
ENSP00000265909		0	0	1	0
ENSP00000294244		1	0	1	0
ENSP00000263228		1	1	0	1
ENSP00000182527		0	0	1	1
ENSP00000363435		1	1	0	1
ENSP00000225724		0	1	0	1
ENSP00000382133		0	0	0	1
ENSP00000300413		0	1	1	0
ENSP00000380116		1	0	0	0
ENSP00000265428		0	0	1	1
ENSP00000341538		0	0	0	0
ENSP00000368349		1	1	1	1
ENSP00000366157		0	1	1	1
ENSP00000340329		1	1	0	1
ENSP00000364956		0	1	0	0
ENSP00000287814		1	0	1	0
ENSP00000362649		0	0	0	0
ENSP00000247194		0	1	1	0
ENSP00000272418		0	0	0	1
ENSP00000349687		1	0	1	0
ENSP00000278856		0	0	0	0
ENSP00000323264		0	0	0	0
ENSP00000328729		0	0	0	0
ENSP00000347942		0	1	1	1
ENSP00000215565		0	0	0	0
ENSP00000346550		0	0	0	0
ENSP00000339161		1	0	0	0
ENSP00000398597		0	1	1	1
ENSP00000272902		1	0	0	1
ENSP00000271526		1	0	0	0
ENSP00000361892		1	1	0	1
ENSP00000372155		0	1	0	0
ENSP00000216366		1	0	0	0
ENSP00000418191		0	1	0	1
ENSP00000392066		1	0	1	1
ENSP00000331363		0	0	0	0
ENSP00000322915		0	0	0	0
ENSP00000434442		1	0	0	0
ENSP00000412060		1	1	0	0
ENSP00000471914		1	1	1	1
ENSP00000309555		1	0	1	1
ENSP00000358857		0	1	0	0
ENSP00000262061		0	1	0	0
ENSP00000317300		0	0	0	0
ENSP00000258530		1	0	1	0
ENSP00000311469		1	0	0	0
ENSP00000311827		0	1	1	1
ENSP00000371152		1	0	0	0
ENSP00000332359		1	0	0	0
ENSP00000386488		0	1	0	1
ENSP00000297837		0	0	1	0
ENSP00000379217		0	1	1	1
ENSP00000260210		0	0	0	0
ENSP00000306983		1	0	1	1
ENSP00000368169		1	0	1	0
ENSP00000265651		0	1	0	1
ENSP00000265801		1	0	1	1
ENSP00000320485		1	1	0	0
ENSP00000428541		0	0	0	0
ENSP00000363714		1	1	0	1
ENSP00000363745		0	0	1	1
ENSP00000297533		1	0	0	1
ENSP00000001008		0	0	1	0
ENSP00000281871		0	0	0	0
ENSP00000356940		1	1	0	0
ENSP00000173527		1	0	0	0
ENSP00000202816		1	0	0	0
ENSP00000354850		0	1	1	1
ENSP00000305714		1	0	1	0
ENSP00000253462		0	0	0	1
ENSP00000219782		1	0	0	0
ENSP00000290130		0	1	0	1
ENSP00000221566		0	0	0	0
ENSP00000284690		0	1	0	0
ENSP00000417464		0	0	1	0
ENSP00000313140		0	0	1	0
ENSP00000429562		0	1	1	0
ENSP00000265993		0	1	1	0
ENSP00000298852		0	0	0	0
ENSP00000374219		0	1	1	0
ENSP00000368017		1	1	1	0
ENSP00000353458		1	1	0	0
ENSP00000296043		1	1	1	1
ENSP00000366271		1	0	0	0
ENSP00000350848		0	0	0	0
ENSP00000365576		0	1	0	1
ENSP00000304895		1	1	1	1
ENSP00000294189		0	0	0	0
ENSP00000370119		1	1	1	0
ENSP00000450832		0	1	0	1
ENSP00000352802		0	0	0	0
ENSP00000338703		0	1	1	0
ENSP00000419417		0	0	0	0
ENSP00000318165		0	0	1	1
ENSP00000371886		0	0	0	0
ENSP00000400513		0	0	0	1
ENSP00000267884		1	1	0	1
ENSP00000359581		1	1	1	1
ENSP00000324491		0	0	1	1
ENSP00000329867		1	0	0	0
ENSP00000361092		1	1	1	0
ENSP00000362300		1	1	1	1
ENSP00000389087		0	0	0	0
ENSP00000243253		0	1	1	0
ENSP00000366121		0	0	0	0
ENSP00000340761		1	1	0	1
ENSP00000258761		0	0	1	1
ENSP00000223029		0	1	0	0
ENSP00000338171		0	0	0	0
ENSP00000216602		0	0	0	0
ENSP00000292579		1	1	0	1
ENSP00000286548		0	1	1	1
ENSP00000382863		1	1	0	0
ENSP00000306010		0	0	1	1
ENSP00000259469		0	0	0	0
ENSP00000440374		1	0	0	0
ENSP00000398481		1	1	1	0
ENSP00000298283		1	0	0	0
ENSP00000341848		0	1	0	1
ENSP00000420333		1	0	0	0
ENSP00000359788		1	0	0	1
ENSP00000367950		0	0	0	0
ENSP00000285398		0	0	0	0
ENSP00000285208		1	0	0	1
ENSP00000319713		0	0	0	0
ENSP00000391771		1	0	0	0
ENSP00000411825		0	1	0	1
ENSP00000300738		0	0	1	0
ENSP00000382269		1	1	1	1
ENSP00000317636		1	0	0	0
ENSP00000346635		0	1	1	1
ENSP00000262746		0	0	0	0
ENSP00000267838		1	1	0	0
ENSP00000379654		1	0	1	1
ENSP00000386284		0	1	0	0
ENSP00000357674		0	1	0	0
ENSP00000366135		0	0	0	0
ENSP00000417401		1	0	1	1
ENSP00000308466		1	0	1	0
ENSP00000269122		1	1	1	1
ENSP00000430497		1	1	1	1
ENSP00000160740		1	0	0	1
ENSP00000310933		1	1	0	0
ENSP00000353415		1	0	0	0
ENSP00000400168		0	1	1	0
ENSP00000301329		1	1	0	0
ENSP00000404676		1	1	1	1
ENSP00000261497		1	0	1	1
ENSP00000371729		0	1	1	1
ENSP00000231668		1	0	0	0
ENSP00000407724		0	0	0	0
ENSP00000347532		0	1	0	1
ENSP00000252818		0	0	0	0
ENSP00000363392		0	0	0	0
ENSP00000312066		1	0	1	0
ENSP00000349560		0	0	0	0
ENSP00000393183		1	0	0	1
ENSP00000230354		0	0	1	0
ENSP00000269886		0	0	0	0
ENSP00000379901		1	1	1	1
ENSP00000366326		0	1	1	1
ENSP00000402537		1	1	0	1
ENSP00000307971		0	0	0	0
ENSP00000389948		1	0	0	1
ENSP00000339801		0	1	1	1
ENSP00000365312		0	1	1	1
ENSP00000369636		1	0	1	0
ENSP00000294016		1	0	0	0
ENSP00000466051		1	0	0	0
ENSP00000264954		1	1	0	1
ENSP00000361949		1	0	0	0
ENSP00000327191		0	1	0	0
ENSP00000291688		1	1	0	0
ENSP00000276062		0	0	0	1
ENSP00000233630		0	0	0	0
ENSP00000290155		1	0	0	0
ENSP00000247020		0	0	0	0
ENSP00000353375		0	0	1	0
ENSP00000261475		0	1	0	0
ENSP00000237937		1	1	1	1
ENSP00000454071		1	0	0	0
ENSP00000377796		0	0	0	1
ENSP00000260926		0	1	1	1
ENSP00000365255		0	0	0	0
ENSP00000319664		1	0	0	1
ENSP00000370671		1	1	1	1
ENSP00000298694		1	0	1	0
ENSP00000290846		1	0	0	0
ENSP00000351937		0	0	0	0
ENSP00000377384		0	0	0	0
ENSP00000289153		0	1	1	1
ENSP00000295321		0	0	0	0
ENSP00000363095		0	1	0	0
ENSP00000274606		0	0	0	0
ENSP00000352513		1	0	0	1
ENSP00000240617		0	0	1	0
ENSP00000354560		0	0	1	0
ENSP00000407487		0	1	0	0
ENSP00000295124		0	1	0	0
ENSP00000296220		0	0	0	0
ENSP00000204679		1	0	0	0
ENSP00000417901		1	0	0	1
ENSP00000428924		0	0	0	1
ENSP00000410758		1	0	0	1
ENSP00000250124		0	0	0	0
ENSP00000387654		1	1	0	1
ENSP00000215567		0	0	1	0
ENSP00000402338		1	0	0	0
ENSP00000249647		0	0	1	0
ENSP00000436604		0	1	1	0
ENSP00000262811		1	0	0	0
ENSP00000344855		0	0	0	0
ENSP00000334308		0	0	0	0
ENSP00000320043		0	1	0	0
ENSP00000385083		1	0	1	1
ENSP00000266517		0	1	0	1
ENSP00000296440		1	0	1	0
ENSP00000317469		0	0	0	0
ENSP00000217455		0	0	0	0
ENSP00000337451		1	0	1	1
ENSP00000363873		0	0	0	0
ENSP00000281317		0	0	0	1
ENSP00000330737		0	0	0	0
ENSP00000315130		0	0	0	1
ENSP00000264093		1	1	0	0
ENSP00000278412		0	0	0	0
ENSP00000262990		0	0	0	0
ENSP00000331901		1	0	0	0
ENSP00000253413		1	0	0	0
ENSP00000254624		1	1	0	1
ENSP00000337736		0	1	1	0
ENSP00000357555		0	0	0	0
ENSP00000346265		0	0	0	1
ENSP00000335605		1	0	0	0
ENSP00000370718		0	0	0	0
ENSP00000251289		0	0	0	0
ENSP00000353904		0	1	0	0
ENSP00000245923		0	1	0	1
ENSP00000331907		0	0	0	0
ENSP00000347915		1	1	1	1
ENSP00000315700		0	1	1	0
ENSP00000389160		1	0	0	0
ENSP00000292614		1	0	0	0
ENSP00000329452		1	0	0	1
ENSP00000225504		0	0	0	1
ENSP00000363313		1	0	1	1
ENSP00000269033		0	1	0	0
ENSP00000297107		0	0	1	0
ENSP00000356236		1	1	1	1
ENSP00000319531		1	1	0	0
ENSP00000409126		0	1	1	1
ENSP00000468348		0	0	1	0
ENSP00000313121		0	1	0	0
ENSP00000297338		1	1	1	0
ENSP00000357842		1	1	1	0
ENSP00000374183		1	1	1	1
ENSP00000296859		1	0	0	0
ENSP00000321259		1	0	1	0
ENSP00000265295		0	0	1	0
ENSP00000217515		1	1	1	1
ENSP00000309142		1	1	1	1
ENSP00000354039		1	0	0	1
ENSP00000339521		0	1	1	0
ENSP00000308583		0	0	0	0
ENSP00000361202		1	0	1	0
ENSP00000230431		0	0	0	0
ENSP00000352175		0	0	0	1
