ID	init_fold
ENSP00000279247	89.5
ENSP00000270176	99.6
ENSP00000384273	80.7
ENSP00000309629	70.9
ENSP00000344572	96.4
ENSP00000398350	114.9
ENSP00000307850	83.2
ENSP00000310448	97.4
ENSP00000318861	62.3
ENSP00000316454	84.6
ENSP00000314837	85.9
ENSP00000310226	79.7
ENSP00000308897	89.2
ENSP00000398526	74.3
ENSP00000317469	54.8
ENSP00000311747	85.5
ENSP00000309166	67.8
ENSP00000310471	81.5
ENSP00000311489	47.1
ENSP00000377527	68.3
ENSP00000432786	46.4
ENSP00000311360	90.6
ENSP00000326031	42.9
ENSP00000340211	70.6
ENSP00000279146	68.6
ENSP00000381607	88.9
ENSP00000322450	76.2
ENSP00000227471	110.6
ENSP00000315774	97.6
ENSP00000265689	73.9
ENSP00000377390	44.1
ENSP00000265641	65.6
ENSP00000354580	46.9
ENSP00000301838	97.1
ENSP00000253925	87.4
ENSP00000365745	56.4
ENSP00000347717	58.6
ENSP00000377298	80.7
ENSP00000278671	89.9
ENSP00000298229	133.7
ENSP00000334910	100.1
ENSP00000311449	67.8
ENSP00000308717	71.8
ENSP00000347919	56.5
ENSP00000311665	55.9
ENSP00000298198	73.1
ENSP00000263681	63.2
ENSP00000263672	44.9
ENSP00000433821	34.1
ENSP00000350894	74.7
ENSP00000260045	126.7
ENSP00000278559	86.4
ENSP00000278568	71.7
ENSP00000311513	77.5
ENSP00000377078	62
ENSP00000434466	33.5
ENSP00000281038	94.4
ENSP00000298281	80.9
ENSP00000434724	69.9
ENSP00000377015	95.7
ENSP00000263360	76.2
ENSP00000278483	67.4
ENSP00000243662	66.6
ENSP00000227266	72.7
ENSP00000319255	66
ENSP00000251871	85
ENSP00000325863	44.2
ENSP00000227758	36.3
ENSP00000381167	25.5
ENSP00000278618	84.8
ENSP00000374219	38.2
ENSP00000265838	90.2
ENSP00000278616	44.8
ENSP00000315386	94.4
ENSP00000314348	69.1
ENSP00000342830	53.2
ENSP00000394352	90
ENSP00000280346	82
ENSP00000376767	65
ENSP00000438455	50.9
ENSP00000280362	70.5
ENSP00000318472	64.3
ENSP00000200135	96.3
ENSP00000003302	76.7
ENSP00000439918	76
ENSP00000461728	28.8
ENSP00000265881	96.9
ENSP00000395359	53.5
ENSP00000227322	85.4
ENSP00000435289	68.8
ENSP00000300650	66.8
ENSP00000387362	44.4
ENSP00000300688	71.2
ENSP00000264028	69.2
ENSP00000435096	56.2
ENSP00000264033	98.1
ENSP00000380942	48
ENSP00000403925	73.5
ENSP00000260197	97.3
ENSP00000227378	39.3
ENSP00000227135	46.2
ENSP00000376472	56.1
ENSP00000395742	39.4
ENSP00000281187	81
ENSP00000341657	53.6
ENSP00000313059	72.2
ENSP00000354158	57.1
ENSP00000001008	84.4
ENSP00000011898	65.3
ENSP00000266544	37.6
ENSP00000009180	40.9
ENSP00000325017	59.2
ENSP00000382392	65.6
ENSP00000349508	88.9
ENSP00000310088	88
ENSP00000229268	63.9
ENSP00000229270	83.9
ENSP00000229277	62.5
ENSP00000391592	82
ENSP00000441875	96.8
ENSP00000000412	67
ENSP00000266458	64.2
ENSP00000319240	66.9
ENSP00000228251	75.1
ENSP00000350698	25.4
ENSP00000014930	67.5
ENSP00000350767	48.6
ENSP00000373730	61.1
ENSP00000261167	35.1
ENSP00000281172	59.2
ENSP00000392270	65.7
ENSP00000395449	40.8
ENSP00000229319	50.7
ENSP00000229329	93.3
ENSP00000256078	53
ENSP00000370744	77.5
ENSP00000261191	63.1
ENSP00000373684	81.3
ENSP00000314724	43.5
ENSP00000081029	59.5
ENSP00000353270	39.6
ENSP00000256079	69.3
ENSP00000339835	54.3
ENSP00000281474	44.3
ENSP00000450399	68.7
ENSP00000070846	46.7
ENSP00000329748	77.5
ENSP00000354878	33.9
ENSP00000280871	68.1
ENSP00000378935	54
ENSP00000449428	20.2
ENSP00000409126	68.2
ENSP00000335044	74.3
ENSP00000256689	43.4
ENSP00000005386	54.6
ENSP00000400471	81.2
ENSP00000345771	69.9
ENSP00000310723	58.3
ENSP00000256682	65.1
ENSP00000301071	65.7
ENSP00000301072	58.7
ENSP00000369634	42.5
ENSP00000309871	50.6
ENSP00000378414	113.3
ENSP00000378400	61.7
ENSP00000381490	60.5
ENSP00000301180	68.3
ENSP00000331787	50.5
ENSP00000373487	72.7
ENSP00000262056	59.4
ENSP00000442688	69.4
ENSP00000209873	72.2
ENSP00000329357	64.9
ENSP00000352438	48.7
ENSP00000266987	81.2
ENSP00000466174	41
ENSP00000209875	59.8
ENSP00000341826	42.7
ENSP00000447537	52.1
ENSP00000257857	94.8
ENSP00000337632	49.8
ENSP00000447000	36.6
ENSP00000243045	67.4
ENSP00000353444	53.6
ENSP00000348849	68.1
ENSP00000449770	30
ENSP00000302886	72.8
ENSP00000267113	54.4
ENSP00000446714	39.9
ENSP00000267064	70.3
ENSP00000267023	79.2
ENSP00000342056	65.8
ENSP00000446743	106.9
ENSP00000273308	106.9
ENSP00000315768	31.7
ENSP00000338034	47
ENSP00000262031	26.87
ENSP00000446880	73.7
ENSP00000262030	91.1
ENSP00000262033	51.4
ENSP00000448035	40.9
ENSP00000333667	69.6
ENSP00000262027	89.6
ENSP00000408979	62.8
ENSP00000347032	38.1
ENSP00000318165	53.2
ENSP00000257904	86.2
ENSP00000313877	53.8
ENSP00000258123	68.6
ENSP00000329967	73.4
ENSP00000384026	98.2
ENSP00000266604	43.2
ENSP00000250559	58.5
ENSP00000229179	65.8
ENSP00000391774	79.9
ENSP00000299300	62.9
ENSP00000229195	53.1
ENSP00000368017	68.6
ENSP00000261263	108.8
ENSP00000448182	43.5
ENSP00000229214	31.8
ENSP00000261183	59
ENSP00000403397	92.4
ENSP00000261205	41.2
ENSP00000261207	81.7
ENSP00000447488	40.1
ENSP00000349358	76.2
ENSP00000266712	52.9
ENSP00000261173	43.5
ENSP00000338352	90.7
ENSP00000316176	67.7
ENSP00000330737	72.6
ENSP00000325312	80.5
ENSP00000266735	60.3
ENSP00000228740	64
ENSP00000266732	92.8
ENSP00000228318	80.1
ENSP00000299157	88.3
ENSP00000448165	53.5
ENSP00000279907	60.3
ENSP00000188312	47.9
ENSP00000354061	56.8
ENSP00000261637	52.4
ENSP00000251074	37.6
ENSP00000376615	70.9
ENSP00000299767	79.6
ENSP00000229330	100.6
ENSP00000434516	45.4
ENSP00000258494	86.9
ENSP00000258530	76.5
ENSP00000448536	84.7
ENSP00000367265	103.1
ENSP00000228347	80.9
ENSP00000387365	67.9
ENSP00000228284	85.4
ENSP00000261401	76.7
ENSP00000343021	62.2
ENSP00000242576	79
ENSP00000341044	57.4
ENSP00000340596	63.7
ENSP00000440045	85.4
ENSP00000335084	73.4
ENSP00000366843	73.8
ENSP00000403524	98.6
ENSP00000261733	58.3
ENSP00000261735	76.1
ENSP00000261745	67.4
ENSP00000449784	61
ENSP00000202773	34.54
ENSP00000340944	76
ENSP00000323858	59.9
ENSP00000280800	74
ENSP00000408295	82.6
ENSP00000261313	83.9
ENSP00000443988	99
ENSP00000229340	76.3
ENSP00000300648	28
ENSP00000339027	68.6
ENSP00000228307	78.5
ENSP00000257552	66.4
ENSP00000229390	98.1
ENSP00000242577	64.8
ENSP00000288532	64.2
ENSP00000228506	113.1
ENSP00000312741	88.8
ENSP00000267197	19
ENSP00000289004	32.7
ENSP00000440485	92.7
ENSP00000443772	77
ENSP00000445868	85.3
ENSP00000303585	54.6
ENSP00000330188	60.4
ENSP00000328236	47.2
ENSP00000280557	73
ENSP00000267202	105.3
ENSP00000387361	24.7
ENSP00000403310	36
ENSP00000366070	94.3
ENSP00000262225	95.6
ENSP00000416250	80.4
ENSP00000332247	107.1
ENSP00000386770	70.3
ENSP00000261693	104.6
ENSP00000344818	61.1
ENSP00000311135	91.8
ENSP00000340761	99.7
ENSP00000324842	74.6
ENSP00000376176	80.5
ENSP00000365837	93.1
ENSP00000374212	83.6
ENSP00000438465	99
ENSP00000248211	54.3
ENSP00000382982	77.4
ENSP00000355388	63.2
ENSP00000343966	63.6
ENSP00000372035	37.2
ENSP00000371973	43
ENSP00000371729	58.2
ENSP00000218548	59.6
ENSP00000371308	57.6
ENSP00000281589	77.2
ENSP00000371221	64.6
ENSP00000370938	81.5
ENSP00000282344	81.6
ENSP00000346027	65.3
ENSP00000241463	85.5
ENSP00000302478	67.8
ENSP00000370128	72.3
ENSP00000343040	59.6
ENSP00000318687	77.2
ENSP00000313851	53.7
ENSP00000369411	80
ENSP00000347314	40.3
ENSP00000374354	67.1
ENSP00000315397	30.7
ENSP00000368716	64.5
ENSP00000340823	74
ENSP00000282007	41.5
ENSP00000315757	57.9
ENSP00000367923	86.9
ENSP00000258662	97.5
ENSP00000267163	92.6
ENSP00000417257	49.9
ENSP00000261669	36.7
ENSP00000337623	90
ENSP00000367276	59.6
ENSP00000367208	67.9
ENSP00000366997	70.2
ENSP00000366863	95
ENSP00000366819	38.8
ENSP00000433352	47.9
ENSP00000366084	70.4
ENSP00000365991	85.2
ENSP00000261574	51.5
ENSP00000365643	64.2
ENSP00000365567	76.4
ENSP00000342991	45.8
ENSP00000365462	65.7
ENSP00000365233	40.2
ENSP00000365200	36.6
ENSP00000365172	71.6
ENSP00000347978	81.7
ENSP00000383059	83
ENSP00000365016	98
ENSP00000364893	96.7
ENSP00000261965	95.2
ENSP00000337405	65.8
ENSP00000364589	106.6
ENSP00000333298	81.2
ENSP00000417706	84.9
ENSP00000348554	82.6
ENSP00000354730	43
ENSP00000258821	49.5
ENSP00000206542	88.1
ENSP00000216714	56.4
ENSP00000354532	51.3
ENSP00000298694	85.6
ENSP00000216297	65.8
ENSP00000382863	35.3
ENSP00000298717	79.7
ENSP00000250498	64.3
ENSP00000319169	73.3
ENSP00000206474	64.8
ENSP00000355325	65.3
ENSP00000262710	55.6
ENSP00000451320	94.4
ENSP00000216727	109.7
ENSP00000386134	39.6
ENSP00000216780	71.7
ENSP00000216799	94.5
ENSP00000216802	73.5
ENSP00000346453	82.7
ENSP00000431482	34.6
ENSP00000250495	45.8
ENSP00000392859	59.9
ENSP00000216840	66.2
ENSP00000390783	83.8
ENSP00000350071	110.6
ENSP00000382269	55
ENSP00000371897	47
ENSP00000355217	50.7
ENSP00000353458	82.3
ENSP00000216774	59.5
ENSP00000280987	70.9
ENSP00000261479	72.5
ENSP00000216797	85.6
ENSP00000302647	71.8
ENSP00000216807	81.6
ENSP00000329452	71.2
ENSP00000306881	56.2
ENSP00000216832	63.5
ENSP00000280083	85.3
ENSP00000348010	44.6
ENSP00000298283	49.5
ENSP00000298310	76.7
ENSP00000298316	73.2
ENSP00000216373	99.2
ENSP00000013125	100.2
ENSP00000351155	65.9
ENSP00000324729	80.6
ENSP00000216392	87.1
ENSP00000393316	93.9
ENSP00000261700	69
ENSP00000379042	99
ENSP00000401802	28.3
ENSP00000216410	61.8
ENSP00000342858	70.2
ENSP00000353793	47.1
ENSP00000254301	97.4
ENSP00000247191	44.7
ENSP00000378720	22.5
ENSP00000452521	112
ENSP00000254286	70.3
ENSP00000216455	52.7
ENSP00000327255	45.7
ENSP00000337641	48.7
ENSP00000247225	100.4
ENSP00000350719	55.2
ENSP00000450560	52.1
ENSP00000247226	79.1
ENSP00000267512	86.4
ENSP00000353910	51.6
ENSP00000417901	73
ENSP00000261681	31.4
ENSP00000216442	56.9
ENSP00000256383	55.7
ENSP00000261783	78
ENSP00000450731	95.5
ENSP00000370750	76
ENSP00000377941	57.1
ENSP00000451080	68.5
ENSP00000377892	61.5
ENSP00000450742	63.9
ENSP00000261973	53.9
ENSP00000347169	20.8
ENSP00000450436	90.1
ENSP00000349396	83.9
ENSP00000451112	72.1
ENSP00000324463	100.5
ENSP00000335304	55.6
ENSP00000238616	97.6
ENSP00000216468	89.3
ENSP00000339122	54.6
ENSP00000216479	82.8
ENSP00000216484	89.7
ENSP00000450909	50.7
ENSP00000261531	48.6
ENSP00000452454	45.9
ENSP00000337053	88.5
ENSP00000251038	68.9
ENSP00000261303	62.7
ENSP00000346335	84.6
ENSP00000349467	52.5
ENSP00000261991	94.1
ENSP00000376965	47.7
ENSP00000298875	33.7
ENSP00000334052	68.8
ENSP00000163416	81.2
ENSP00000267615	76.9
ENSP00000328690	40.4
ENSP00000343745	62.8
ENSP00000298912	82.8
ENSP00000353010	86.3
ENSP00000216639	67.1
ENSP00000327436	74.7
ENSP00000374529	52
ENSP00000334314	98.9
ENSP00000347495	69.7
ENSP00000412324	71.7
ENSP00000348965	104.4
ENSP00000335153	94.3
ENSP00000355237	111.5
ENSP00000216554	44.6
ENSP00000411397	55.1
ENSP00000299198	76.8
ENSP00000374399	92.3
ENSP00000338814	74
ENSP00000414982	63.6
ENSP00000376410	90.4
ENSP00000270202	80.9
ENSP00000261609	78.7
ENSP00000330694	95.9
ENSP00000281537	78.9
ENSP00000306822	124.9
ENSP00000256545	101.2
ENSP00000452776	46.4
ENSP00000332198	69.2
ENSP00000290378	73.5
ENSP00000156471	68.6
ENSP00000348673	36.8
ENSP00000380734	42.8
ENSP00000263791	71.4
ENSP00000267884	62.8
ENSP00000287598	56.6
ENSP00000323288	51.9
ENSP00000335463	53.5
ENSP00000220496	36.1
ENSP00000335632	74
ENSP00000453403	56.3
ENSP00000374280	54.7
ENSP00000219905	55.9
ENSP00000220325	98.9
ENSP00000374484	77.6
ENSP00000249647	70.2
ENSP00000290650	83.2
ENSP00000380174	58
ENSP00000371475	74.4
ENSP00000380129	75.5
ENSP00000300283	71.6
ENSP00000406577	71.6
ENSP00000300289	72.9
ENSP00000267812	53.8
ENSP00000299957	105.3
ENSP00000261868	79
ENSP00000261866	54.1
ENSP00000267814	76
ENSP00000316950	97.1
ENSP00000370376	80.2
ENSP00000299259	61.3
ENSP00000267842	78.2
ENSP00000302239	37.3
ENSP00000441858	79.9
ENSP00000308753	50.9
ENSP00000299601	48.1
ENSP00000382177	89.9
ENSP00000249822	71.4
ENSP00000260453	65.1
ENSP00000249750	71.2
ENSP00000260408	70.1
ENSP00000369887	90.4
ENSP00000288235	64
ENSP00000346032	70.6
ENSP00000303476	26.5
ENSP00000267996	65.9
ENSP00000312734	89.8
ENSP00000178638	88.9
ENSP00000369681	76.7
ENSP00000390158	57
ENSP00000300026	74.6
ENSP00000204566	74.7
ENSP00000220058	61.7
ENSP00000300107	89.6
ENSP00000261875	80.9
ENSP00000391167	46.6
ENSP00000261890	57.1
ENSP00000321711	70.7
ENSP00000311430	76.1
ENSP00000249636	76.1
ENSP00000261858	48.1
ENSP00000260363	67
ENSP00000452871	74.4
ENSP00000320171	68.3
ENSP00000268097	87.4
ENSP00000369217	84
ENSP00000290401	79
ENSP00000320084	99.8
ENSP00000268058	55.3
ENSP00000320503	63.1
ENSP00000220003	73.8
ENSP00000268099	81.8
ENSP00000353622	79.8
ENSP00000303554	82.8
ENSP00000309831	96.8
ENSP00000311427	56.9
ENSP00000452762	73.7
ENSP00000378349	106.5
ENSP00000309230	38.6
ENSP00000299518	75.3
ENSP00000378324	91.8
ENSP00000267973	66.1
ENSP00000258886	43.8
ENSP00000044462	57.8
ENSP00000331310	61.6
ENSP00000220166	87.9
ENSP00000258874	83.7
ENSP00000261749	49.5
ENSP00000261755	81.2
ENSP00000261758	93.4
ENSP00000268206	56.5
ENSP00000346046	75.9
ENSP00000261722	73.5
ENSP00000307181	51.1
ENSP00000261721	112.2
ENSP00000410198	55.3
ENSP00000268220	62.3
ENSP00000311453	105.2
ENSP00000354718	57.9
ENSP00000310842	48.8
ENSP00000381377	74.1
ENSP00000350075	98.1
ENSP00000331897	96.4
ENSP00000268182	75.8
ENSP00000347232	63.8
ENSP00000407487	51.4
ENSP00000377801	107.1
ENSP00000327650	81.1
ENSP00000377747	40.7
ENSP00000346389	26.5
ENSP00000381282	65.8
ENSP00000254193	74.8
ENSP00000330433	46.8
ENSP00000382834	72.7
ENSP00000293872	76.2
ENSP00000262320	61.9
ENSP00000199706	50
ENSP00000219548	117.7
ENSP00000251588	44.8
ENSP00000324897	63
ENSP00000248098	64.8
ENSP00000380531	59.5
ENSP00000262302	92.6
ENSP00000380514	113
ENSP00000268661	82.8
ENSP00000268668	84
ENSP00000341885	61.4
ENSP00000454836	75
ENSP00000411409	104.2
ENSP00000380313	90.4
ENSP00000330918	81.8
ENSP00000301729	86.1
ENSP00000301730	40.7
ENSP00000293970	68.8
ENSP00000455547	68.8
ENSP00000329757	63.9
ENSP00000301740	98.2
ENSP00000293981	86.2
ENSP00000301744	73.7
ENSP00000246957	97.7
ENSP00000262367	77.2
ENSP00000294016	80.3
ENSP00000262375	93
ENSP00000219700	59.3
ENSP00000262370	77.6
ENSP00000309117	56.3
ENSP00000268251	80.5
ENSP00000268261	54.5
ENSP00000343535	85.6
ENSP00000283027	49.5
ENSP00000347999	57.5
ENSP00000460871	66.1
ENSP00000398131	98
ENSP00000371193	74.9
ENSP00000310520	45.4
ENSP00000387911	74.1
ENSP00000287667	104.5
ENSP00000379691	61.2
ENSP00000345892	34.4
ENSP00000379616	62.8
ENSP00000382342	75.9
ENSP00000382274	104.5
ENSP00000370883	86.6
ENSP00000318646	58.3
ENSP00000454746	46.3
ENSP00000400815	64.7
ENSP00000219837	46
ENSP00000370741	76.9
ENSP00000268379	54.5
ENSP00000300087	63.1
ENSP00000300093	101.1
ENSP00000305355	104.6
ENSP00000317872	38.4
ENSP00000379144	60.2
ENSP00000382021	65.2
ENSP00000348510	48.3
ENSP00000261588	28.7
ENSP00000370258	79.6
ENSP00000316114	52.8
ENSP00000338742	62.7
ENSP00000321988	65.1
ENSP00000332604	79.6
ENSP00000378917	55.8
ENSP00000322439	87.9
ENSP00000321221	74.3
ENSP00000349595	62.7
ENSP00000160827	49.6
ENSP00000312550	66.7
ENSP00000279392	77.2
ENSP00000336927	51.6
ENSP00000279387	96.5
ENSP00000263025	73.6
ENSP00000219150	60.7
ENSP00000343645	65
ENSP00000304903	70.6
ENSP00000323945	81.3
ENSP00000322524	87.7
ENSP00000369777	100.7
ENSP00000262525	85.6
ENSP00000215115	105.2
ENSP00000262519	75.8
ENSP00000219794	89.8
ENSP00000406037	64.9
ENSP00000254108	76.1
ENSP00000378332	71.1
ENSP00000300870	63.5
ENSP00000299138	58.4
ENSP00000219097	70.7
ENSP00000345282	116.7
ENSP00000314030	66.3
ENSP00000378181	22.3
ENSP00000268459	98.9
ENSP00000378152	42.3
ENSP00000418823	66.3
ENSP00000262134	105
ENSP00000262493	81.2
ENSP00000300291	72.1
ENSP00000245185	46.8
ENSP00000290705	44.5
ENSP00000391397	49.9
ENSP00000330587	56
ENSP00000310668	81.1
ENSP00000290776	107.4
ENSP00000335808	70
ENSP00000219252	90.1
ENSP00000368982	84.8
ENSP00000299237	56.6
ENSP00000262498	79.1
ENSP00000262506	84.7
ENSP00000320949	46.5
ENSP00000245206	73.7
ENSP00000258198	99.7
ENSP00000290810	92.4
ENSP00000387471	64.8
ENSP00000415151	87.3
ENSP00000268605	67.2
ENSP00000258201	85.3
ENSP00000290949	80.4
ENSP00000264010	56.3
ENSP00000316589	115.1
ENSP00000219169	61.8
ENSP00000351811	104
ENSP00000395983	64.3
ENSP00000351769	68.4
ENSP00000254940	57.2
ENSP00000308430	60.4
ENSP00000268802	45.4
ENSP00000288050	56
ENSP00000261772	61.7
ENSP00000288071	68.4
ENSP00000454699	58.4
ENSP00000306117	70.7
ENSP00000315775	50.2
ENSP00000305790	62
ENSP00000349796	66.7
ENSP00000288177	62.7
ENSP00000377148	66.8
ENSP00000219240	43
ENSP00000268482	72.6
ENSP00000205061	56.3
ENSP00000391669	62.7
ENSP00000283882	70.7
ENSP00000037243	73
ENSP00000325448	71.9
ENSP00000300086	79.7
ENSP00000219400	58
ENSP00000258168	71.3
ENSP00000258169	45.6
ENSP00000262429	89.1
ENSP00000343635	79.2
ENSP00000262428	93.6
ENSP00000219473	68.1
ENSP00000253458	78.2
ENSP00000253457	102.1
ENSP00000253452	65.9
ENSP00000301011	78.9
ENSP00000367615	54.4
ENSP00000320646	75.1
ENSP00000405289	65.7
ENSP00000301030	57.4
ENSP00000307889	74
ENSP00000268720	115.4
ENSP00000380998	78.6
ENSP00000263346	62.6
ENSP00000320295	78.9
ENSP00000321706	74
ENSP00000301329	81
ENSP00000306080	91.3
ENSP00000303909	73.1
ENSP00000264335	76.2
ENSP00000300574	102.6
ENSP00000352834	91
ENSP00000316809	90.5
ENSP00000304350	90.6
ENSP00000254719	74.5
ENSP00000263073	75.6
ENSP00000339435	82.4
ENSP00000380378	38.8
ENSP00000388872	101.3
ENSP00000225525	78.4
ENSP00000373657	69.3
ENSP00000353072	56.2
ENSP00000371051	100.7
ENSP00000380178	71.8
ENSP00000370968	67.9
ENSP00000301396	53
ENSP00000269260	83.3
ENSP00000270586	55.1
ENSP00000225665	111
ENSP00000225655	78.4
ENSP00000324105	87.3
ENSP00000206020	56.2
ENSP00000320347	66.9
ENSP00000458954	83
ENSP00000225698	82
ENSP00000225296	107.8
ENSP00000250101	83.8
ENSP00000349297	102.2
ENSP00000005340	90.2
ENSP00000306866	67.5
ENSP00000007699	84.1
ENSP00000336702	41
ENSP00000466104	67.8
ENSP00000301939	75.1
ENSP00000293831	29.5
ENSP00000250113	110.5
ENSP00000269305	78.3
ENSP00000369716	18.9
ENSP00000373669	84.3
ENSP00000463999	71.8
ENSP00000313490	54.1
ENSP00000463847	40.2
ENSP00000293842	33.7
ENSP00000269243	70.1
ENSP00000315664	70.1
ENSP00000337445	90.4
ENSP00000225576	68.6
ENSP00000397163	66.8
ENSP00000458062	66.8
ENSP00000261647	121.2
ENSP00000299736	104.6
ENSP00000304697	59.6
ENSP00000379168	48.9
ENSP00000310472	58.7
ENSP00000379156	73.9
ENSP00000268717	77.8
ENSP00000268719	83.4
ENSP00000225729	67.6
ENSP00000205890	60.6
ENSP00000382091	47.5
ENSP00000324573	99.8
ENSP00000318868	78.5
ENSP00000305654	65.6
ENSP00000268835	44.7
ENSP00000345774	111.1
ENSP00000261503	46.9
ENSP00000345083	64.8
ENSP00000337040	113.2
ENSP00000309430	95.9
ENSP00000226253	78.1
ENSP00000323300	69.3
ENSP00000247020	76.4
ENSP00000319104	55.2
ENSP00000389103	56.3
ENSP00000378368	107
ENSP00000368173	108.6
ENSP00000329933	87.1
ENSP00000437073	63.7
ENSP00000261716	41.8
ENSP00000378338	108.2
ENSP00000344562	66.9
ENSP00000247026	45.6
ENSP00000261714	67.9
ENSP00000225719	102
ENSP00000318804	109.4
ENSP00000351015	73.9
ENSP00000261708	66.7
ENSP00000316578	107.6
ENSP00000351132	92.3
ENSP00000378165	54.8
ENSP00000261712	95.1
ENSP00000327191	71.5
ENSP00000354518	39.7
ENSP00000367787	61.5
ENSP00000312402	61.8
ENSP00000377865	31.1
ENSP00000325240	62.2
ENSP00000225430	60.5
ENSP00000300651	63.4
ENSP00000398880	45.8
ENSP00000337446	97.9
ENSP00000377778	98.6
ENSP00000264639	98.5
ENSP00000320924	48.1
ENSP00000411532	47.6
ENSP00000323967	54.1
ENSP00000311113	69.8
ENSP00000317232	95.4
ENSP00000253792	70.5
ENSP00000377470	70.7
ENSP00000406463	80.9
ENSP00000345689	78.5
ENSP00000293328	77.5
ENSP00000341208	97.1
ENSP00000349541	84.1
ENSP00000264649	62.4
ENSP00000464814	70.2
ENSP00000251413	71.2
ENSP00000251412	83.7
ENSP00000264638	85
ENSP00000246914	50.3
ENSP00000355231	80.6
ENSP00000293362	68.7
ENSP00000253788	49.8
ENSP00000347872	79.3
ENSP00000262415	70
ENSP00000226004	66.5
ENSP00000293406	100.7
ENSP00000302640	73.4
ENSP00000053867	82.5
ENSP00000467556	40.4
ENSP00000392094	54.1
ENSP00000302276	76.3
ENSP00000381293	84.9
ENSP00000225567	45.9
ENSP00000320324	57.3
ENSP00000290158	68.8
ENSP00000225573	87.9
ENSP00000225603	64.5
ENSP00000352175	65.8
ENSP00000354201	108.7
ENSP00000290341	67.2
ENSP00000300408	50
ENSP00000240327	50.4
ENSP00000259021	63
ENSP00000420927	89.8
ENSP00000225964	85.4
ENSP00000225969	40.8
ENSP00000300441	94.2
ENSP00000268933	75.8
ENSP00000240304	88.7
ENSP00000262013	96.9
ENSP00000013034	56.3
ENSP00000376889	54.9
ENSP00000376886	90.1
ENSP00000403946	43.9
ENSP00000225298	55.7
ENSP00000299335	97.8
ENSP00000365530	44.4
ENSP00000323889	62.7
ENSP00000262288	73.3
ENSP00000337736	81.9
ENSP00000284073	83.9
ENSP00000320184	65.9
ENSP00000258962	79.4
ENSP00000284116	65.2
ENSP00000251241	75.8
ENSP00000269122	66.9
ENSP00000376758	63.9
ENSP00000225577	40.3
ENSP00000300896	78.8
ENSP00000083182	90
ENSP00000309610	47
ENSP00000307513	99
ENSP00000354927	66
ENSP00000464100	18.8
ENSP00000225726	74.3
ENSP00000374574	71.1
ENSP00000396673	68.9
ENSP00000310572	76.7
ENSP00000392617	107.1
ENSP00000225792	61.8
ENSP00000262435	80.2
ENSP00000400717	102.7
ENSP00000408695	48.6
ENSP00000348442	83.4
ENSP00000253247	86
ENSP00000307208	66.8
ENSP00000332455	42.9
ENSP00000351410	58.3
ENSP00000338258	65.2
ENSP00000309830	60
ENSP00000262613	98.7
ENSP00000462972	51.9
ENSP00000301587	43
ENSP00000348316	72.4
ENSP00000405965	59.8
ENSP00000245544	64.9
ENSP00000245539	89.8
ENSP00000339007	69.8
ENSP00000376333	94.1
ENSP00000317636	60.2
ENSP00000462116	79.4
ENSP00000254810	73.5
ENSP00000254806	55.9
ENSP00000308275	113.8
ENSP00000312066	108.5
ENSP00000334100	52.2
ENSP00000323687	55
ENSP00000322775	58.8
ENSP00000394085	76.2
ENSP00000391249	80.9
ENSP00000301634	74.6
ENSP00000262776	80.5
ENSP00000307674	70.7
ENSP00000462333	48.5
ENSP00000269385	74.7
ENSP00000269349	77.8
ENSP00000307272	61
ENSP00000317468	78.8
ENSP00000316338	55.2
ENSP00000331514	82.2
ENSP00000331487	86.8
ENSP00000331201	80.7
ENSP00000333837	89.5
ENSP00000345580	98.4
ENSP00000409009	74.7
ENSP00000327801	88.6
ENSP00000269321	80.7
ENSP00000421592	43.7
ENSP00000328858	74.2
ENSP00000302176	106.8
ENSP00000303356	65.1
ENSP00000304592	72.7
ENSP00000330075	96.5
ENSP00000269373	83
ENSP00000347719	89.4
ENSP00000261601	50.8
ENSP00000315644	80.6
ENSP00000345974	71.5
ENSP00000324740	66.2
ENSP00000326603	104.9
ENSP00000217652	58.7
ENSP00000237500	53.6
ENSP00000341138	101.9
ENSP00000331748	121.4
ENSP00000352927	54.2
ENSP00000327268	94.8
ENSP00000019317	69.2
ENSP00000383402	64.4
ENSP00000345656	57.8
ENSP00000324628	59.7
ENSP00000334051	102.6
ENSP00000432279	59.3
ENSP00000318697	86.9
ENSP00000269143	124.5
ENSP00000325919	75.4
ENSP00000382779	83.8
ENSP00000464872	50.4
ENSP00000382697	65.2
ENSP00000269228	84.3
ENSP00000257198	53.7
ENSP00000261590	84.7
ENSP00000300249	56.7
ENSP00000331577	57.7
ENSP00000329738	60.6
ENSP00000262039	51.4
ENSP00000282050	86.2
ENSP00000465194	37.2
ENSP00000462023	66.4
ENSP00000285093	70.4
ENSP00000405268	93.9
ENSP00000390475	54.3
ENSP00000321070	59.8
ENSP00000217515	68.2
ENSP00000254442	64.9
ENSP00000372326	64.6
ENSP00000256854	66.5
ENSP00000381198	73.4
ENSP00000329623	64.6
ENSP00000299608	71.9
ENSP00000169551	57.1
ENSP00000341625	80.4
ENSP00000325548	52.3
ENSP00000323678	99.8
ENSP00000253159	60.8
ENSP00000269601	120.3
ENSP00000333769	85.8
ENSP00000349428	61.8
ENSP00000263620	118.4
ENSP00000215587	63.9
ENSP00000346103	100.7
ENSP00000322887	59.1
